Time (sec),(TC) Steering Wheel Angle (degrees),Accel. Pedal Pos. (%),Ambient Air Temp. (F),Boost Pressure (psi),Charge Air Temp. (F),Clutch Pedal Pos. (%),Coolant Temp. (F),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Fuel Rail Temp. (F),Gear Current (Gear),Intake Air Temp. (F),Oil Temperature (F),Vehicle Speed (mph),"AP Info:[AP3-FOR-001 v1.7.5.0-25364][USDM 2013-2014 Focus ST (50S)][Reflash: Stage1 91 OCT or 95 RON v506.ptm]"
0.000,15.1,0,0.0,-8.25,105.6,100,186.8,0,0.0,0.0,121.8,15,109.2,157.2,0.0,0
0.044,15.1,0,79.8,-8.24,105.6,100,186.8,893,2.1,12.1,121.8,15,109.2,157.2,0.0,0
0.079,15.1,0,79.8,-8.23,105.6,100,186.8,892,2.1,12.2,121.8,15,109.2,157.2,0.0,0
0.115,15.1,0,79.8,-8.23,105.4,100,186.8,888,2.1,12.2,121.8,15,109.2,157.2,0.0,0
0.157,15.3,0,79.8,-8.24,105.4,100,186.8,891,2.1,12.2,121.8,15,109.2,157.2,0.0,0
0.203,15.3,4,79.8,-8.18,105.4,100,186.8,893,2.0,12.0,121.8,15,109.2,157.2,0.0,0
0.235,15.0,5,79.8,-8.16,105.4,100,186.8,894,2.2,12.7,121.8,15,109.2,157.2,0.0,0
0.283,15.0,6,79.8,-7.55,105.4,100,186.8,907,2.5,14.4,121.8,15,109.2,157.2,0.0,0
0.323,15.0,10,79.8,-7.14,105.4,100,186.8,915,3.5,19.8,121.8,15,109.2,157.2,0.0,0
0.368,15.6,14,79.8,-6.73,105.4,100,186.8,949,4.3,23.7,121.8,15,109.2,157.2,0.0,0
0.396,17.2,14,79.8,-5.94,105.4,100,186.8,974,5.3,28.6,121.8,15,109.2,157.2,0.0,0
0.440,19.4,16,79.8,-5.25,105.4,100,186.8,1000,6.3,32.8,121.8,15,109.2,157.2,0.0,0
0.476,22.1,16,79.8,-4.85,105.4,50,186.8,1069,8.9,43.7,121.8,15,109.2,157.2,0.0,0
0.526,25.5,17,79.8,-4.71,105.4,50,186.8,1111,9.9,46.6,121.8,15,109.2,157.2,0.0,0
0.564,28.9,17,79.8,-4.34,105.4,50,186.8,1198,11.8,51.6,121.8,15,109.2,157.2,0.0,0
0.595,32.5,17,79.8,-4.17,105.4,50,186.8,1292,13.4,54.6,121.8,15,109.2,157.2,0.0,0
0.638,36.3,17,79.8,-4.03,105.4,50,186.8,1386,15.1,57.2,121.8,15,109.2,157.2,0.0,0
0.675,39.8,17,79.8,-3.90,105.4,50,186.8,1431,16.2,59.7,121.8,15,109.2,157.2,0.0,0
0.715,43.3,17,79.8,-3.87,105.3,50,186.8,1560,17.4,58.5,121.8,15,109.2,157.2,0.0,0
0.763,46.8,17,79.8,-3.72,105.3,50,186.8,1640,18.6,59.7,121.8,15,109.2,157.2,0.0,0
0.812,50.1,17,79.8,-3.54,105.3,50,186.8,1713,20.0,61.4,121.8,15,109.2,157.2,0.0,0
0.837,53.2,17,79.8,-3.49,105.3,50,186.8,1781,20.8,61.4,121.8,15,109.2,157.2,0.0,0
0.878,56.0,18,79.8,-3.45,105.3,50,186.8,1867,21.6,60.6,121.8,15,109.2,157.2,0.0,0
0.923,58.8,18,79.8,-3.27,105.3,50,186.8,1917,22.0,60.4,121.8,15,109.2,157.2,0.0,0
0.958,61.5,18,79.8,-3.13,105.3,50,186.8,1986,23.4,62.0,121.8,15,109.2,157.2,0.0,0
0.996,64.0,18,79.8,-2.92,105.3,50,186.8,2044,24.4,62.8,121.8,15,109.2,157.2,0.0,0
1.036,66.7,18,79.8,-2.75,105.3,50,186.8,2081,25.2,63.7,121.8,15,109.2,157.2,0.0,0
1.075,69.5,18,79.8,-2.56,105.3,50,186.8,2134,26.9,66.1,121.8,15,109.2,157.2,0.0,0
1.118,72.3,18,79.8,-2.40,105.3,50,186.8,2180,27.6,66.4,121.8,15,109.2,157.2,0.0,0
1.164,75.2,18,79.8,-2.22,105.3,50,186.8,2222,28.4,67.0,121.8,15,109.2,157.2,0.0,0
1.197,77.8,18,79.8,-2.15,105.3,50,186.8,2252,28.9,67.5,121.8,15,109.2,157.2,0.0,0
1.244,80.0,18,79.8,-2.11,105.3,50,186.8,2277,29.6,68.2,121.8,15,109.2,157.2,0.2,0
1.278,81.8,18,79.8,-2.18,105.3,50,186.8,2291,29.4,67.4,121.8,15,109.2,157.2,0.3,0
1.323,83.0,18,79.8,-2.22,105.3,50,186.8,2299,29.7,67.8,121.8,15,109.2,157.2,0.6,0
1.356,84.1,18,79.8,-2.28,105.3,50,186.8,2298,29.6,67.8,121.8,15,109.2,157.2,0.8,0
1.403,84.7,18,79.8,-2.32,105.3,50,187.0,2294,29.6,67.8,121.8,15,109.5,157.2,0.9,0
1.435,85.1,18,79.8,-2.38,105.3,50,187.0,2283,29.4,67.6,121.8,15,109.5,157.3,1.2,0
1.480,85.1,18,79.8,-2.41,105.3,50,187.0,2274,29.3,67.6,121.8,15,109.5,157.3,1.4,0
1.516,85.1,18,79.8,-2.42,105.3,50,187.0,2263,29.2,67.8,121.8,15,109.5,157.3,1.5,0
1.562,85.1,18,79.8,-2.44,105.3,50,187.0,2248,29.1,68.1,121.8,15,109.5,157.3,1.8,0
1.597,85.1,18,79.8,-2.46,105.3,50,187.0,2238,29.0,68.0,121.8,15,109.5,157.3,2.0,0
1.643,85.1,18,79.8,-2.50,105.3,50,187.0,2224,28.7,67.9,121.8,15,109.5,157.3,2.1,0
1.676,85.1,18,79.8,-2.54,105.3,50,187.0,2218,28.4,67.3,121.8,15,109.5,157.3,2.4,0
1.721,85.2,18,79.8,-2.53,105.3,50,187.0,2208,28.4,67.4,121.8,15,109.5,157.3,2.5,0
1.755,85.4,18,79.8,-2.57,105.3,50,187.0,2197,28.2,67.5,121.8,15,109.5,157.3,2.6,0
1.803,85.5,18,79.8,-2.59,105.3,50,187.0,2187,28.0,67.1,121.8,15,109.5,157.3,2.9,0
1.836,85.5,18,79.8,-2.59,105.3,50,187.0,2174,27.8,67.3,121.8,15,109.5,157.3,3.1,0
1.881,85.5,18,79.8,-2.63,105.3,50,187.0,2160,27.5,67.0,121.8,15,109.5,157.3,3.2,0
1.916,85.2,18,79.8,-2.61,105.4,50,187.0,2143,27.4,67.2,121.8,15,109.5,157.3,3.5,0
1.956,84.6,18,79.8,-2.60,105.4,50,187.0,2130,27.3,67.3,121.8,15,109.5,157.3,3.6,0
2.003,83.9,18,79.8,-2.63,105.4,50,187.0,2107,27.0,67.3,121.8,15,109.5,157.3,3.8,0
2.038,83.1,18,79.8,-2.58,105.4,50,187.0,2093,27.0,67.6,121.8,15,109.5,157.3,4.0,0
2.083,82.0,18,79.8,-2.59,105.4,50,187.0,2076,26.7,67.6,121.8,15,109.5,157.3,4.2,0
2.117,80.9,18,79.8,-2.55,105.4,50,187.0,2047,26.5,68.1,121.8,15,109.5,157.3,4.3,0
2.161,79.4,18,79.8,-2.57,105.4,50,187.0,2024,26.1,67.7,121.8,15,109.5,157.3,4.6,0
2.196,77.7,18,79.8,-2.59,105.4,50,187.0,2006,25.9,67.9,121.8,15,109.5,157.3,4.8,0
2.242,75.9,18,79.8,-2.57,105.4,50,187.0,1974,25.4,67.6,121.8,15,109.7,157.3,4.9,0
2.276,74.2,18,79.8,-2.53,105.4,50,187.0,1949,25.3,68.2,121.8,15,109.7,157.3,5.2,0
2.321,72.5,18,79.8,-2.48,105.4,50,187.0,1912,24.9,68.4,121.8,15,109.7,157.3,5.4,0
2.357,70.9,18,79.8,-2.46,105.4,50,187.0,1863,24.2,68.3,121.8,15,109.7,157.3,5.6,0
2.403,69.5,18,79.8,-2.42,105.4,50,187.0,1829,23.9,68.7,121.8,15,109.7,157.4,5.9,0
2.442,68.0,18,79.8,-2.35,105.4,50,187.0,1792,23.2,67.9,121.8,15,109.7,157.4,6.1,0
2.477,66.3,18,79.8,-2.22,105.4,50,187.0,1731,22.7,68.9,121.8,15,109.7,157.4,6.3,0
2.521,64.6,18,79.8,-2.20,105.4,50,187.0,1685,22.3,69.6,121.8,15,109.7,157.4,6.6,0
2.565,62.7,14,79.8,-2.15,105.4,50,187.0,1633,22.0,70.7,121.8,15,109.7,157.4,6.8,0
2.598,60.5,0,79.8,-2.31,105.4,50,187.0,1570,20.3,67.8,121.8,15,109.7,157.4,7.0,0
2.635,58.7,0,79.8,-3.61,105.4,50,187.0,1483,14.8,52.4,121.8,15,109.7,157.4,7.3,0
2.679,56.9,0,79.8,-4.99,105.4,50,187.0,1375,8.7,33.3,121.8,15,109.7,157.4,7.5,0
2.724,55.2,0,79.8,-5.91,105.4,50,187.0,1235,5.9,24.9,121.8,15,109.7,157.4,7.7,0
2.759,53.9,0,79.8,-6.48,105.4,50,187.0,1189,4.8,21.2,121.8,15,109.7,157.4,7.7,0
2.804,52.2,0,79.8,-7.14,105.4,50,187.0,1188,3.6,15.9,121.8,15,109.7,157.4,7.9,0
2.838,49.9,0,79.8,-7.81,105.4,50,187.0,1190,3.3,14.5,121.8,15,109.7,157.4,7.8,0
2.883,46.9,0,79.8,-8.11,105.4,100,187.0,1189,2.5,11.0,121.8,15,109.7,157.4,8.0,0
2.918,43.4,0,79.8,-8.41,105.4,100,187.0,1161,2.2,10.0,121.8,15,109.7,157.4,8.0,0
2.964,39.8,0,79.8,-8.45,105.4,100,187.0,1151,2.5,11.2,121.8,15,109.7,157.4,8.0,0
2.997,35.7,0,79.8,-8.38,105.4,100,187.0,1169,2.6,11.8,121.8,15,109.7,157.4,8.0,0
3.042,31.1,0,79.8,-8.38,105.4,100,187.0,1183,2.7,12.0,121.8,15,109.7,157.4,8.1,0
3.077,26.6,0,79.8,-8.43,105.4,100,187.0,1192,2.7,11.9,121.8,15,109.7,157.4,8.1,0
3.116,21.3,0,79.8,-8.47,105.4,100,187.0,1190,2.6,11.3,121.8,15,109.7,157.4,8.0,0
3.161,15.6,0,79.8,-8.59,105.4,100,187.0,1190,2.4,10.7,121.8,15,109.7,157.4,8.0,0
3.198,9.6,0,79.8,-8.66,105.4,100,187.0,1183,2.2,10.0,121.8,15,109.7,157.4,8.1,0
3.244,3.2,0,79.8,-8.70,105.4,100,187.0,1181,2.2,9.6,121.8,15,109.7,157.4,8.1,0
3.277,2.9,0,79.8,-8.80,105.4,100,187.0,1169,2.0,9.1,121.8,15,109.7,157.4,8.0,0
3.323,8.6,0,79.8,-8.85,105.4,100,187.0,1159,1.8,8.3,121.8,15,109.7,157.4,8.1,0
3.357,13.9,0,79.8,-8.90,105.4,100,187.0,1149,1.7,7.8,121.8,15,109.7,157.4,8.1,0
3.403,18.7,0,79.8,-8.93,105.4,100,187.0,1144,1.7,7.7,121.8,15,109.7,157.4,8.1,0
3.437,23.9,0,79.8,-8.97,105.3,100,187.0,1128,1.6,7.2,121.8,15,109.7,157.4,8.1,0
3.476,29.8,0,79.8,-8.97,105.3,100,187.0,1117,1.5,7.1,121.8,15,109.7,157.4,8.1,0
3.523,35.8,0,79.8,-8.98,105.3,100,187.0,1091,1.4,6.9,121.8,15,109.7,157.5,8.1,0
3.556,41.4,0,79.8,-8.99,105.3,100,187.0,1079,1.4,6.8,121.8,15,109.7,157.5,8.1,0
3.595,46.3,0,79.8,-8.99,105.3,100,187.0,1063,1.4,6.9,121.8,15,109.7,157.5,8.1,0
3.638,50.1,0,79.8,-8.96,105.3,100,187.0,1049,1.4,6.9,121.8,15,109.7,157.5,8.1,0
3.682,52.9,0,79.8,-8.92,105.3,100,187.0,1040,1.4,7.2,121.8,15,109.7,157.5,8.1,0
3.716,54.9,0,79.8,-8.88,105.3,100,187.0,1023,1.5,7.7,121.8,15,109.7,157.5,8.1,0
3.762,56.3,0,79.8,-8.83,105.3,100,187.0,1010,1.5,7.9,121.8,15,109.7,157.5,8.1,0
3.795,57.6,0,79.8,-8.77,105.3,100,187.0,1001,1.6,8.3,121.8,15,109.7,157.5,8.1,0
3.839,59.1,0,79.8,-8.76,105.3,100,187.0,993,1.6,8.5,121.8,15,109.7,157.5,8.1,0
3.883,60.9,0,79.8,-8.71,105.3,100,187.0,990,1.7,8.9,121.8,15,109.7,157.5,8.1,0
3.917,63.0,0,80.1,-8.69,105.3,100,187.0,994,1.7,9.0,121.8,15,109.7,157.5,8.1,0
3.962,65.1,0,80.1,-8.66,105.3,100,187.0,988,1.8,9.4,121.8,15,109.7,157.5,8.1,0
3.996,67.2,0,80.1,-8.66,105.3,100,187.0,977,1.8,9.4,121.8,15,109.7,157.5,8.1,0
4.043,68.4,0,79.8,-8.63,105.1,100,187.0,974,1.8,9.5,121.9,15,109.7,157.5,8.2,0
4.076,68.5,0,79.8,-8.62,105.1,100,187.0,971,1.8,9.9,121.9,15,109.7,157.5,8.1,0
4.125,67.6,0,79.8,-8.59,105.1,100,187.0,965,1.8,10.0,121.9,15,109.7,157.5,8.1,0
4.159,65.8,0,79.8,-8.56,105.1,100,187.0,969,1.9,10.1,121.9,15,109.7,157.5,8.1,0
4.203,63.3,0,79.8,-8.55,105.1,100,187.0,964,1.9,10.2,121.9,15,109.7,157.5,8.1,0
4.238,60.6,0,79.8,-8.54,105.1,100,187.0,958,1.9,10.3,121.9,15,109.7,157.5,8.1,0
4.283,58.0,0,79.8,-8.52,105.1,100,187.0,958,1.9,10.4,121.9,15,109.7,157.5,8.1,0
4.317,55.8,0,79.8,-8.49,105.1,100,187.0,953,1.9,10.6,121.9,15,109.5,157.5,8.0,0
4.362,53.9,0,79.8,-8.45,105.1,100,187.0,936,1.9,10.6,121.9,15,109.5,157.5,7.9,0
4.396,52.6,0,79.8,-8.45,105.1,100,187.0,932,1.9,10.9,121.9,15,109.5,157.5,7.9,0
4.440,51.5,0,79.8,-8.43,105.1,100,187.0,926,2.0,11.1,121.9,15,109.5,157.5,7.8,0
4.477,50.1,0,79.8,-8.41,105.1,100,187.0,930,2.0,11.2,121.9,15,109.5,157.5,7.7,0
4.523,48.5,0,79.8,-8.38,105.1,100,187.0,934,2.0,11.3,121.9,15,109.5,157.5,7.7,0
4.557,46.5,0,79.8,-8.38,105.1,100,187.0,941,2.1,11.5,121.9,15,109.5,157.5,7.5,0
4.603,44.4,0,79.8,-8.33,105.1,100,187.0,945,2.1,11.7,121.9,15,109.5,157.5,7.4,0
4.637,42.0,0,79.8,-8.34,104.9,100,187.0,935,2.1,11.9,121.9,15,109.5,157.5,7.2,0
4.675,39.5,0,79.8,-8.33,104.9,100,187.0,936,2.1,11.9,121.9,15,109.5,157.5,7.1,0
4.719,37.0,0,79.8,-8.32,104.9,100,187.0,932,2.1,11.9,121.9,15,109.5,157.5,7.0,0
4.763,34.7,0,79.8,-8.32,104.9,100,187.0,929,2.1,11.9,121.9,15,109.5,157.5,6.9,0
4.797,32.2,0,79.8,-8.31,104.9,100,187.0,936,2.1,11.9,121.9,15,109.7,157.5,6.7,0
4.841,29.8,0,79.8,-8.30,104.9,100,187.0,935,2.1,12.1,121.9,15,109.7,157.5,6.6,0
4.878,27.4,0,79.8,-8.29,104.9,100,187.0,933,2.2,12.2,121.9,15,109.7,157.5,6.4,0
4.923,24.7,0,79.8,-8.29,104.9,100,187.0,934,2.2,12.2,121.9,15,109.7,157.5,6.2,0
4.957,21.8,0,79.8,-8.28,104.9,100,187.0,927,2.2,12.2,121.9,15,109.7,157.5,6.1,0
5.003,18.8,0,79.8,-8.24,104.9,100,187.0,924,2.2,12.3,121.9,15,109.7,157.5,6.0,0
5.039,15.9,0,79.8,-8.22,104.9,100,187.0,908,2.2,12.7,121.9,15,109.7,157.5,5.7,0
5.084,12.8,0,79.8,-8.18,104.9,100,187.0,908,2.2,12.8,121.9,15,109.7,157.5,5.6,0
5.117,9.5,0,80.1,-8.15,104.9,100,187.0,913,2.2,13.0,121.9,15,109.7,157.5,5.5,0
5.155,6.1,0,80.1,-8.14,104.9,100,187.0,915,2.3,13.1,121.9,15,109.7,157.5,5.2,0
5.199,2.9,0,80.1,-8.09,104.9,100,187.0,924,2.3,13.1,121.9,15,109.7,157.5,5.0,0
5.244,1.4,0,79.8,-8.08,104.9,100,187.0,927,2.4,13.4,121.9,15,109.5,157.6,4.9,0
5.277,1.5,0,79.8,-8.08,104.9,100,187.0,927,2.4,13.4,121.9,15,109.5,157.6,4.6,0
5.325,2.2,0,79.8,-8.06,104.9,100,187.0,929,2.4,13.5,121.9,15,109.7,157.6,4.4,0
5.359,2.8,0,79.8,-8.06,104.9,100,187.0,936,2.4,13.6,121.9,15,109.7,157.6,4.3,0
5.404,3.2,0,79.8,-8.05,104.9,100,187.0,937,2.4,13.6,121.9,15,109.7,157.6,4.0,0
5.439,3.1,0,80.1,-8.06,104.9,100,187.0,944,2.5,13.7,121.9,15,109.7,157.6,3.8,0
5.484,2.7,0,80.1,-8.04,104.9,100,187.0,947,2.5,13.6,121.9,15,109.7,157.6,3.6,0
5.517,2.0,0,80.1,-8.05,104.9,100,187.0,955,2.5,13.8,121.9,15,109.5,157.6,3.4,0
5.562,1.1,0,80.1,-8.07,104.9,100,187.0,963,2.5,13.6,121.9,15,109.5,157.6,3.2,0
5.597,0.8,0,80.1,-8.09,104.9,100,187.0,962,2.5,13.6,121.9,15,109.5,157.6,2.9,0
5.642,0.8,0,79.8,-8.10,104.9,100,187.0,964,2.5,13.5,121.9,15,109.5,157.6,2.7,0
5.677,0.8,0,79.8,-8.13,104.9,100,187.0,961,2.5,13.4,121.9,15,109.5,157.6,2.5,0
5.724,0.8,0,80.1,-8.16,104.9,100,187.0,962,2.4,13.3,121.9,15,109.7,157.6,2.4,0
5.758,0.8,0,80.1,-8.18,104.9,100,187.0,962,2.4,13.1,121.9,15,109.7,157.6,2.1,0
5.803,0.8,0,80.1,-8.20,104.9,100,187.0,951,2.3,12.9,121.9,15,109.7,157.6,1.9,0
5.837,0.8,0,79.8,-8.22,104.5,100,187.0,943,2.3,12.8,121.9,15,109.5,157.6,1.8,0
5.875,0.8,0,79.8,-8.23,104.5,100,187.0,943,2.3,12.7,121.9,15,109.5,157.6,1.5,0
5.919,0.8,0,80.1,-8.24,104.5,100,187.0,940,2.3,12.6,121.9,15,109.7,157.6,1.3,0
5.963,0.8,0,80.1,-8.25,104.5,100,187.0,942,2.3,12.6,121.9,15,109.7,157.6,1.2,0
5.999,0.8,0,80.1,-8.25,104.5,100,187.0,939,2.2,12.5,121.9,15,109.5,157.6,1.0,0
6.044,0.8,0,80.1,-8.24,104.5,100,187.0,929,2.2,12.5,121.9,15,109.5,157.6,0.8,0
6.079,0.8,0,80.1,-8.24,104.5,100,187.0,930,2.2,12.5,121.9,15,109.5,157.6,0.7,0
6.124,0.5,0,80.1,-8.23,104.5,100,187.0,925,2.2,12.6,121.9,15,109.7,157.6,0.6,0
6.157,0.1,0,79.8,-8.23,104.5,100,187.0,917,2.2,12.6,121.9,15,109.7,157.6,0.3,0
6.203,0.8,0,79.8,-8.22,104.5,100,187.0,918,2.2,12.6,121.9,15,109.7,157.6,0.2,0
6.235,1.6,0,79.8,-8.21,104.5,100,187.0,921,2.2,12.7,121.9,15,109.7,157.6,0.1,0
6.283,1.6,0,79.8,-8.21,104.5,100,187.0,925,2.2,12.8,121.9,15,109.7,157.6,0.1,0
6.318,0.9,0,80.1,-8.20,104.5,100,187.0,922,2.2,12.8,121.9,15,109.7,157.6,0.0,0
6.355,0.0,0,80.1,-8.19,104.5,100,187.0,923,2.3,12.8,121.9,15,109.7,157.6,0.0,0
6.399,0.8,0,80.1,-8.18,104.5,100,187.0,928,2.3,12.8,121.9,15,109.7,157.6,0.0,0
6.443,1.0,0,80.1,-8.19,104.5,100,187.0,919,2.3,12.9,121.9,15,109.7,157.6,0.0,0
6.477,0.6,0,80.1,-8.19,104.5,100,187.0,919,2.2,12.8,121.9,15,109.7,157.6,0.0,0
6.522,0.0,0,80.1,-8.19,104.5,100,187.0,916,2.2,12.8,121.9,15,109.7,157.6,0.0,0
6.558,0.4,0,80.1,-8.18,104.5,100,187.0,911,2.2,12.9,121.9,15,109.7,157.6,0.0,0
6.603,0.6,0,80.1,-8.17,104.5,100,187.0,913,2.2,12.9,121.9,15,109.7,157.6,0.0,0
6.638,0.9,6,80.1,-8.16,104.5,100,187.0,908,2.2,13.0,121.9,15,109.7,157.6,0.0,0
6.683,1.0,68,80.1,-7.99,104.5,100,187.0,907,2.4,14.1,121.9,15,109.7,157.6,0.0,0
6.717,0.8,100,80.1,-5.08,104.5,100,187.0,919,7.5,42.8,121.9,15,109.7,157.6,0.0,0
6.763,0.6,100,80.1,-0.59,104.5,100,187.0,926,15.6,88.4,121.9,15,109.7,157.6,0.0,0
6.798,0.6,100,80.1,-0.14,104.4,100,187.0,965,18.2,99.1,121.9,15,109.7,157.6,0.0,0
6.842,0.6,100,80.1,-0.14,104.4,100,187.0,1115,21.4,101.0,121.9,15,109.7,157.6,0.0,0
6.877,0.6,100,80.1,-0.19,104.4,100,187.0,1287,24.5,99.8,121.9,15,109.7,157.6,0.0,0
6.923,0.6,100,80.1,-0.21,104.4,100,187.0,1457,28.5,102.7,121.9,15,109.7,157.6,0.0,0
6.957,0.6,100,80.1,-0.21,104.4,100,187.0,1613,32.1,104.7,121.9,15,109.7,157.6,0.0,0
7.002,0.6,100,80.1,-0.21,104.4,100,187.0,1767,33.5,99.6,121.9,15,109.7,157.6,0.0,0
7.038,0.6,100,80.1,-0.17,104.5,100,187.0,1906,36.1,99.5,121.9,15,109.7,157.7,0.0,0
7.082,0.9,100,80.1,-0.07,104.5,100,187.0,2089,39.6,99.6,121.9,15,109.7,157.7,0.0,0
7.127,1.3,100,80.1,-0.00,104.4,100,187.0,2257,41.8,97.2,121.9,15,109.7,157.7,0.0,0
7.156,1.3,100,80.1,0.11,104.4,100,187.0,2416,44.9,97.7,121.9,15,109.7,157.7,0.0,0
7.199,1.2,100,80.1,0.29,104.4,100,187.0,2615,48.5,97.5,121.9,15,109.7,157.7,0.0,0
7.244,1.2,100,80.1,0.59,104.4,100,187.0,2643,49.7,98.8,121.9,15,109.7,157.7,0.0,0
7.278,1.2,100,80.1,0.88,104.4,100,187.0,2603,46.7,94.3,121.9,15,109.7,157.7,0.0,0
